GMGC10.025_807_996.UNKNOWN	GMGC10.95nr_block_0001	CrpP	A plasmid-encoded ciprofloxacin resistance protein identified from a Pseudomonas aeruginosa plasmid. CrpP confers resistance to ciprofloxacin by antibiotic inactivation through phosphorylation. Described by Chavez-Jacobo et al. 2018.	card	2021-Mar-27	HM560971.1:119269-119071	abricate	abricate 1.0.1	94.44			13	210					+		100.0						fluoroquinolone
GMGC10.011_421_809.UNKNOWN	GMGC10.95nr_block_0002	CrpP	A plasmid-encoded ciprofloxacin resistance protein identified from a Pseudomonas aeruginosa plasmid. CrpP confers resistance to ciprofloxacin by antibiotic inactivation through phosphorylation. Described by Chavez-Jacobo et al. 2018.	card	2021-Mar-27	HM560971.1:119269-119071	abricate	abricate 1.0.1	98.99			49	246					+		100.0						fluoroquinolone
GMGC10.013_153_847.UNKNOWN	GMGC10.95nr_block_0002	vanUG	vanUG is a vanG variant found in the vanG gene cluster.	card	2021-Mar-27	DQ212986:2029-2257	abricate	abricate 1.0.1	100.0			1	228					+		100.0						glycopeptide
GMGC10.002_591_786.MDTI	GMGC10.95nr_block_0005	Klebsiella_pneumoniae_KpnF	KpnF subunit of KpnEF resembles EbrAB from E. coli. Mutation in KpnEF resulted in increased susceptibility to cefepime ceftriaxon colistin erythromycin rifampin tetracycline and streptomycin as well as enhanced sensitivity toward sodium dodecyl sulfate deoxycholate dyes benzalkonium chloride chlorhexidine and triclosan.	card	2021-Mar-27	AP006725.1:2484238-2484568	abricate	abricate 1.0.1	99.39			1	330					+		100.0						aminoglycoside;cephalosporin;macrolide;peptide;rifamycin;tetracycline
GMGC10.004_234_416.UNKNOWN	GMGC10.95nr_block_0005	vanVB	vanVB is a vanV variant found in the vanB gene cluster. It is found in some but not all vanB operons in E. faecalis suggesting the existence of varied gene compositions in vanB operons.	card	2021-Mar-27	AE016830:2212277-2211932	abricate	abricate 1.0.1	100.0			1	345					+		100.0						glycopeptide
GMGC10.007_784_903.RAMA	GMGC10.95nr_block_0005	ramA	RamA (resistance antibiotic multiple) is a positive regulator of AcrAB-TolC and leads to high level multidrug resistance in Klebsiella pneumoniae Salmonella enterica and Enterobacter aerugenes increasing the expression of both the mar operon as well as AcrAB. RamA also decreases OmpF expression.	card	2021-Mar-27	JQ727668:0-375	abricate	abricate 1.0.1	84.21			1	342					+		91.2						carbapenem;cephalosporin;cephamycin;fluoroquinolone;glycylcycline;monobactam;penam;penem;phenicol;rifamycin;tetracycline;triclosan
GMGC10.013_210_363.EMRE	GMGC10.95nr_block_0005	abeS	AbeS in an efflux pump of the SMR family of transporters found in Acinetobacter baumannii.	card	2021-Mar-27	CP001172.1:1249348-1249018	abricate	abricate 1.0.1	98.79			1	330					+		100.0						aminocoumarin;macrolide
GMGC10.013_926_891.EMRE	GMGC10.95nr_block_0005	abeS	AbeS in an efflux pump of the SMR family of transporters found in Acinetobacter baumannii.	card	2021-Mar-27	CP001172.1:1249348-1249018	abricate	abricate 1.0.1	90.91			1	330					+		100.0						aminocoumarin;macrolide
GMGC10.017_113_889.EMRE	GMGC10.95nr_block_0005	abeS	AbeS in an efflux pump of the SMR family of transporters found in Acinetobacter baumannii.	card	2021-Mar-27	CP001172.1:1249348-1249018	abricate	abricate 1.0.1	90.91			1	330					+		100.0						aminocoumarin;macrolide
GMGC10.018_495_959.MDTI	GMGC10.95nr_block_0005	Klebsiella_pneumoniae_KpnF	KpnF subunit of KpnEF resembles EbrAB from E. coli. Mutation in KpnEF resulted in increased susceptibility to cefepime ceftriaxon colistin erythromycin rifampin tetracycline and streptomycin as well as enhanced sensitivity toward sodium dodecyl sulfate deoxycholate dyes benzalkonium chloride chlorhexidine and triclosan.	card	2021-Mar-27	AP006725.1:2484238-2484568	abricate	abricate 1.0.1	84.85			1	330					+		100.0						aminoglycoside;cephalosporin;macrolide;peptide;rifamycin;tetracycline
GMGC10.036_225_810.RAMA	GMGC10.95nr_block_0005	ramA	RamA (resistance antibiotic multiple) is a positive regulator of AcrAB-TolC and leads to high level multidrug resistance in Klebsiella pneumoniae Salmonella enterica and Enterobacter aerugenes increasing the expression of both the mar operon as well as AcrAB. RamA also decreases OmpF expression.	card	2021-Mar-27	JQ727668:0-375	abricate	abricate 1.0.1	82.16			1	342					+		91.2						carbapenem;cephalosporin;cephamycin;fluoroquinolone;glycylcycline;monobactam;penam;penem;phenicol;rifamycin;tetracycline;triclosan
GMGC10.037_799_088.MDTI	GMGC10.95nr_block_0005	Klebsiella_pneumoniae_KpnF	KpnF subunit of KpnEF resembles EbrAB from E. coli. Mutation in KpnEF resulted in increased susceptibility to cefepime ceftriaxon colistin erythromycin rifampin tetracycline and streptomycin as well as enhanced sensitivity toward sodium dodecyl sulfate deoxycholate dyes benzalkonium chloride chlorhexidine and triclosan.	card	2021-Mar-27	AP006725.1:2484238-2484568	abricate	abricate 1.0.1	93.03			1	330					+		100.0						aminoglycoside;cephalosporin;macrolide;peptide;rifamycin;tetracycline
GMGC10.038_139_063.RBPA	GMGC10.95nr_block_0005	RbpA	RNA-polymerase binding protein which confers resistance to rifampin.	card	2021-Mar-27	HQ203032:0-345	abricate	abricate 1.0.1	83.78			1	333					+		96.52						rifamycin
GMGC10.007_395_391.MARA	GMGC10.95nr_block_0006	marA	In the presence of antibiotic stress E. coli overexpresses the global activator protein MarA which besides inducing MDR efflux pump AcrAB also down- regulates synthesis of the porin OmpF.	card	2021-Mar-27	AP009048.1:1621287-1621671	abricate	abricate 1.0.1	84.57			1	350					+		91.15						carbapenem;cephalosporin;cephamycin;fluoroquinolone;glycylcycline;monobactam;penam;penem;phenicol;rifamycin;tetracycline;triclosan
